,Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição
107,,,de MICHELI VITTURI/de MICHELI VITTURI,,49erFX,19.0,G,44,,289.3,259.3,World Championship 2023
108,,,BAR AM/TAMIR,,49erFX,28.0,G,53,,364.0,330.0,World Championship 2023
109,,,BLACK/TIDEY,,49erFX,2.0,G,5,,125.0,101.0,World Championship 2023
110,,,GIUNCHIGLIA/SCHIO,,49erFX,16.0,G,35,,225.0,200.0,World Championship 2023
111,,,HENKEL/HORLBECK,,49erFX,20.0,G,40,,247.0,220.0,World Championship 2023
112,,,LEWIN LAFRANCE/LEWIN LAFRANCE,,49erFX,31.0,G,13,,164.0,133.0,World Championship 2023
113,,,BRANZ/CARRANZA SAROLI,,49erFX,17.0,G,31,,219.0,185.0,World Championship 2023
114,,,GRAEL/KUNZE,,49erFX,10.0,G,12,,162.0,132.0,World Championship 2023
115,,,PEYRE/STAMMINGER de MOURA,,49erFX,18.0,G,43,,283.0,254.0,World Championship 2023
116,,,TANAKA/NAGAMATSU,,49erFX,15.0,G,26,,177.0,155.0,World Championship 2023
117,,,REYNOLDS- SMITH/REYNOLDS-SMITH,,49erFX,23.0,G,48,,326.0,296.0,World Championship 2023
118,,,UTTERSTROM/BERNTSSON,,49erFX,20.0,G,55,,371.0,337.0,World Championship 2023
119,,,NOJGAARD/BOJSEN-MOLLER,,49erFX,22.0,G,42,,259.0,229.0,World Championship 2023
120,,,HENRIKSSON/JOHANSSON,,49erFX,16.0,G,45,,290.0,264.0,World Championship 2023
121,,,FREDERIKSEN/ZEEBERG,,49erFX,9.0,G,46,,314.0,280.0,World Championship 2023
122,,,OMARI/CARRARO,,49erFX,8.0,G,30,,207.0,184.0,World Championship 2023
123,,,PAIS/AUSMAN,,49erFX,27.0,G,47,,325.0,294.0,World Championship 2023
124,,,ICHIHASHI/GOTO,,49erFX,10.0,G,57,,403.0,369.0,World Championship 2023
125,,,PEYRE/STAMMINGER de MOURA,,49erFX,13.0,G,43,,283.0,254.0,World Championship 2023
126,,,BRYANT/McLEAY,,49erFX,3.0,G,38,,244.0,216.0,World Championship 2023
127,,,LIM/LOW,,49erFX,6.0,G,41,,258.0,228.0,World Championship 2023
128,,,LOVADINA/COMPAN,,49erFX,4.0,G,29,,190.0,169.0,World Championship 2023
129,,,BAR AM/TAMIR,,49erFX,29.0,G,53,,364.0,330.0,World Championship 2023
130,,,ter HORST/HIN,,49erFX,24.0,G,58,,405.0,371.0,World Championship 2023
131,,,JOHANNESEN/NIELSBY CHRISTENSEN,,49erFX,1.0,G,39,,244.0,217.0,World Championship 2023
132,,,KEERS/JOBSON,,49erFX,26.0,G,37,,240.0,210.0,World Championship 2023
133,,,FERGUSON/DUGGAN,,49erFX,17.0,G,34,,227.0,197.0,World Championship 2023
134,,,STEYAERT/PICON,,49erFX,18.0,G,28,,195.0,161.0,World Championship 2023
135,,,BRANZ/CARRANZA SAROLI,,49erFX,12.0,G,31,,219.0,185.0,World Championship 2023
136,,,TUDELA BALLON/BARRON VELAOCHAGA,,49erFX,28.0,G,56,,391.0,361.0,World Championship 2023
137,,,SCHOUTEN/LODEWIJK,,49erFX,25.0,G,49,,347.0,315.0,World Championship 2023
138,,,Mc ILWAINE/CUNNANE,,49erFX,30.0,G,52,,355.0,325.0,World Championship 2023
139,,,CHEN/WANG,,49erFX,15.0,G,36,,241.0,207.0,World Championship 2023
140,,,BRICKWOOD/ORTON,,49erFX,14.0,G,27,,179.0,161.0,World Championship 2023
141,,,GIUNCHIGLIA/SCHIO,,49erFX,7.0,G,35,,225.0,200.0,World Championship 2023
142,,,CZAPSKA/RAJCHERT,,49erFX,34.0,G,51,,350.0,316.0,World Championship 2023
143,,,SCHULTHEIS/SCHULTHEIS,,49erFX,2.0,G,32,,219.0,185.0,World Championship 2023
144,,,HENKEL/HORLBECK,,49erFX,21.0,G,40,,247.0,220.0,World Championship 2023
145,,,CHOI/di SALVO,,49erFX,34.0,G,54,,368.0,334.0,World Championship 2023
146,,,YAMAZAKI/TAKANO,,49erFX,19.0,G,33,,215.0,192.0,World Championship 2023
147,,,BURSKA/TKADLECOVA,,49erFX,34.0,G,50,,349.0,315.0,World Championship 2023
148,,,TANAKA/NAGAMATSU,,49erFX,5.0,G,26,,177.0,155.0,World Championship 2023
149,,,de MICHELI VITTURI/de MICHELI VITTURI,,49erFX,11.0,G,44,,289.3,259.3,World Championship 2023
150,,,LIM/LOW,,49erFX,18.0,G,41,,258.0,228.0,World Championship 2023
151,,,PRICE/HASELDINE,,49erFX,2.0,G,3,,111.0,88.0,World Championship 2023
152,,,GRANIER/RIOU,,49erFX,16.0,G,25,,221.0,199.0,World Championship 2023
153,,,HARDING/WILMOT,,49erFX,14.0,G,20,,193.0,169.0,World Championship 2023
154,,,Mc ILWAINE/CUNNANE,,49erFX,21.0,G,52,,355.0,325.0,World Championship 2023
155,,,van AANHOLT/DUETZ,,49erFX,7.0,G,2,,114.0,84.0,World Championship 2023
156,,,SCHMIDT/SCHMIDT,,49erFX,11.0,G,10,,150.0,125.0,World Championship 2023
157,,,CHEN/WANG,,49erFX,17.0,G,36,,241.0,207.0,World Championship 2023
158,,,GERMANI/BERTUZZI,,49erFX,12.0,G,15,,155.0,138.0,World Championship 2023
159,,,UTTERSTROM/BERNTSSON,,49erFX,26.0,G,55,,371.0,337.0,World Championship 2023
160,,,STALDER/SPERI,,49erFX,4.0,G,18,,173.0,143.0,World Championship 2023
161,,,FREDERIKSEN/ZEEBERG,,49erFX,24.0,G,46,,314.0,280.0,World Championship 2023
162,,,MAENHAUT/GEURTS,,49erFX,1.0,G,4,,120.0,99.0,World Championship 2023
163,,,SCHOUTEN/LODEWIJK,,49erFX,22.0,G,49,,347.0,315.0,World Championship 2023
164,,,HU/SHAN,,49erFX,15.0,G,17,,162.0,142.0,World Championship 2023
165,,,GRONBLOM/HOKKA,,49erFX,5.0,G,11,,154.0,128.0,World Championship 2023
166,,,YAMAZAKI/TAKANO,,49erFX,19.0,G,33,,215.0,192.0,World Championship 2023
167,,,FERGUSON/DUGGAN,,49erFX,20.0,G,34,,227.0,197.0,World Championship 2023
